name,avg_pr,lat,lon
Pitta Snack Waarschoot,8.333333333333334,51.0870881100,3.5174148030
Pitta Yasmin,11.25,51.0227006000,3.6199475200
Pitta de Kroon,13.583333333333334,50.8716850500,3.8894093370
Pittaverne,13.833333333333334,51.3554041600,4.4099018150
Pittazino,11.25,50.8716850500,3.8894093370
Pitza Service Beveren,13.5,51.1276260300,4.1934588240
Pizza & Kebab Zeebrugge,11.75,51.2424466500,3.0038356460
Pizza & Pitta Home,12.5,51.0183529600,3.9120667550
Pizza Aurelia,10.35,50.9451106100,3.6066445610
Pizza Bella Pitta,9.083333333333334,51.1093411900,2.7108834720
Pizza Bodrum,12.0,51.0127111500,4.4438124100
Pizza Boxx,10.5,51.1532548200,4.3382795840
Pizza Bulls,11.321428571428571,51.0431711300,4.1383627670
Pizza Company,9.833333333333334,51.1276260300,4.1762786950
Pizza Corner,11.5,51.1847790100,3.9870463560
Pizza De Hoek,10.0,50.9842160100,3.6199475200
Pizza Deal,11.9,51.0947191300,4.4273066630
Pizza Delicia,10.833333333333334,50.9139486000,4.1764978100
Pizza Deliorman,7.0,50.7791684400,4.1980539020
Pizza Desperado,11.0,50.7667431700,4.7272296980
Pizza Diamond,10.0,50.8495727600,3.5904394540
Pizza Dino 21,11.0,50.8158340200,4.4820509690
Pizza Efe Berlaar,12.0625,51.0131721600,4.5505601450
Pizza Efe Hulshout,12.43888888888889,50.9846992400,4.6941434430
Pizza Efe Itegem,13.0,50.9846992400,4.5505601450
Pizza Efe Olen,12.125,51.0528018700,4.7293424070
Pizza Efe Westerlo,12.0,51.0321954100,4.7911782430
Pizza Florence,10.3,51.0780161800,4.3613778080
Pizza Florida,12.5,50.7396760600,3.3333573640
Pizza Giorno,10.5,51.1966223000,4.4098801350
Pizza Grens,9.75,51.3715648100,4.8937066800
Pizza Grill Huis,12.0,50.8700100100,4.6064722960
Pizza Hanoo,12.4,50.9253860600,3.7694167200
Pizza Istanbul,11.416666666666666,51.0481969400,4.0420810430
Pizza King,11.0,51.0009255600,3.6042700800
Pizza L'Esta,13.275714285714287,51.1536013000,4.3382795840
Pizza La Famiglia,9.875,50.9063531700,4.3806543290
Pizza La Vince,12.166666666666666,51.0340123500,4.1383627670
Pizza Lacasa,10.9625,51.0481969400,4.0420810430
Pizza Maestro Belsele,9.95,51.0481688300,3.8128560750
Pizza Marmaris,14.277777777777779,51.2208045500,4.3852660680
Pizza Meet Point,11.633333333333333,51.0127111500,4.3648815930
Pizza Metin,8.375,50.8703938300,4.7204508490
Pizza Midas,12.5,51.1302666100,3.2819988050
Pizza Milano,11.75,51.0431711300,4.1383627670
Pizza Monza,9.9,51.1527706400,4.4484041480
Pizza Mr. Food,9.5,51.0362479500,3.0702183080
Pizza Napoli,8.5,50.7667431700,4.8835120180
Pizza Ozy,10.0,51.0953459300,3.6061139270
Pizza Palace,12.0,51.1106421100,4.1383627670
Pizza Palace Fastfood,10.0,50.8893795400,3.7428543070
Pizza Paleis Haasdonk,8.666666666666666,51.0481969400,4.0753957840
Pizza Pamukkale,10.882352941176471,51.0603025800,4.1206821900
Pizza Pasta Locale,9.0,51.1777839800,4.3852660680
Pizza Pasta Nr1,11.38,51.0780161800,4.3613778080
Pizza Pasta Nr1 City,11.5,51.1532548200,4.3382795840
Pizza Pasta Pita Mazador,10.283333333333333,51.1777839800,4.3815764420
Pizza Pisa,10.5,50.9451106100,3.6066445610
Pizza Pita Delta,9.3,51.0227006000,3.6199475200
Pizza Pita Ege 2,12.25,50.9955290000,4.0155669790
Pizza Pita Grillroom Milano,10.5,51.2012451700,3.1315051610
Pizza Pita House,13.175,51.1188564700,4.7379276990
Pizza Pita King's,11.625,50.7771727300,2.9793553890
Pizza Pita Pala,10.5,51.1276260300,4.2910546620
Pizza Pita Zottegem,9.0,50.7848344700,3.6983417300
Pizza Pitta Flora,12.105555555555556,50.9451106100,3.6491743210
Pizza Pitta Melissa,9.875,51.0481688300,3.9912242780
Pizza Point,11.517341040462428,51.0874291500,4.3264688940
Pizza Punto,8.8,50.7661207300,4.7178640330
Pizza Roma,11.170483460559796,50.7598076200,2.6957070220
Pizza Roma Mechelen,11.7,51.0127111500,4.4225987870
Pizza Royal,13.5,50.7477335000,3.2482002540
Pizza Sam,12.959677419354838,51.2353899100,3.0038356460
Pizza Sara,9.928571428571429,50.9964101600,3.9912242780
Pizza Sole Mio,11.9,50.8512546400,4.6135957890
Pizza Star,11.9,51.1013478700,4.1383627670
Pizza Stop,9.925,50.9451106100,3.6935877050
Pizza Sultan Westmeerbeek,13.1,50.9846992400,4.7030663960
Pizza Taliano,8.5,50.7179638300,3.1523589770
Pizza Ti Amo,12.381666666666666,50.8512546400,4.6135957890
Pizza Town Houtem,13.0,50.8314310100,3.6627915580
Pizza Trenti,11.892070484581497,50.9955290000,4.2280308810
Pizza Verona,10.7,51.1527706400,4.5455455540
Pizza Yavuz,11.214285714285714,50.9451106100,3.6491743210
Pizza Zaga,11.625,51.0009953900,4.4438124100
Pizza Zandhoven,9.1,51.1872958500,4.6358307280
Pizza kebap Pasa,12.25,50.9932476300,4.8160917470
Pizza&Co,10.0,50.7621792800,3.0211904420
Pizza@Home,10.95,51.2316977800,4.3973894620
Pizzalicious,15.5,50.9536562800,3.9020925590
Pizzalijn Berchem,12.9,51.1748584200,4.3914694270
Pizzalijn Merksem,9.785714285714286,51.1957278000,4.3852660680
Pizzaria Gunther,12.071428571428571,51.0286063100,4.5505601450
Pizzaria Mr. Sebino,10.714285714285714,51.1822458100,3.1940519010
Pizzaria Vlam II,12.0,51.3059768500,4.9382024380
Pizzaworld,9.333333333333334,51.1532548200,4.3613778080
Pizzeria Alma,12.25,50.8091073500,4.6885386430
Pizzeria Dilan,11.428571428571429,50.8512546400,4.6601775720
Pizzeria Evin,11.333333333333334,50.8712320300,4.6811689150
Pizzeria Grillroom Dudi,9.875,51.0145786700,5.5801102360
Pizzeria Grissini & Kebab House,10.75,50.9189678200,4.5039134490
Pizzeria Kebap Selin,11.944444444444445,50.7456177900,4.9996862520
Pizzeria La Familia,10.928571428571429,51.0947191300,4.3613778080
Pizzeria Lina,10.333333333333334,51.1377642300,4.3365531740
Pizzeria Luigi,10.5,50.7665861900,5.1347374220
Pizzeria Lyaz,8.5,50.9435030900,2.7687791760
Pizzeria Messina,10.25,50.9600348300,4.4161945650
Pizzeria Pompeji,12.5,51.1645513600,4.4101255930
Pizzeria Saray,10.75,50.8845547300,4.5406860430
Pizzeria Sipan,11.375,50.9425706700,4.6762445650
Pizzeria Valentino,13.916666666666666,51.0406093300,4.3881106660
Pizzeria Vosselaar,14.3,51.2871757200,4.7814686620
Pizzo,12.7,50.9302902600,4.0155669790
Place 2 Eat,10.5,50.8170782800,2.9285703170
Plaza Snacks,12.642857142857142,50.9781318400,5.2403713610
Poker Friet,12.1875,50.9106263000,4.6286166730
Populair,15.444444444444445,50.7683677900,5.4514571700
Posh Kebab,10.666666666666666,51.1647310500,2.8068032770
Post'a Kebab,11.0,50.8526620400,4.1299387880
Pyramida - Grill,10.0,50.9100751200,3.4296834170
Pyramide,12.5,51.2335090000,5.4635889450
Pyramide grillroom pizza pita pasta,9.5,51.1931041900,4.4484041480
Q'bap Gent,11.9,50.9451106100,3.6687620940
Qivvi,12.604545454545455,51.1370105400,4.5455455540
Qubbe Lounge,16.0,50.9025148500,5.3401702170
Ramses,11.0,50.8733122300,4.2627974840
Ramses II,11.375,51.2925728400,4.4592172450
Rana,10.818181818181818,51.1148169700,5.5180886710
Reet Grillhouse,12.2,51.0340123500,4.2760609880
Restaurant Marmaris,11.833333333333334,51.1057035400,4.3260761210
Restaurant Medina,8.25,51.1532548200,4.3264688940
Resto Borsa,9.5,51.1532548200,4.3613778080
Resto Simke,11.5,50.7040301900,4.9996862520
Resto Snack Alanya,13.0,51.0753815800,2.5825768440
Resto Snack Istanbul,9.333333333333334,50.8719434900,3.1917987700
Resto Snack Zen,7.0,50.8811669900,4.3556231670
Rifaga,8.375,51.1532548200,4.3382795840
Rinascente Eethuis,10.666666666666666,51.1645513600,4.3852660680
Ronse Grill,11.2,50.7396760600,3.4029656450
Route 46,11.0,50.8716850500,3.8894093370
Rozalin Kebab Pizza,11.6,51.2925728400,4.5412020820
Ruby Frituur,11.0,51.1818395200,2.8068032770
SaBa Snack,14.0,51.0771604100,3.1591735040
Sahin Eethuis,12.125,51.0988814500,4.8575493820
Sali Kebap,10.0,50.7401861000,5.2622199380
Salt n' Pepper Snack Burgerhouse,8.857142857142858,51.1947196900,4.3979698380
Sam Kebab,12.090909090909092,50.9081884000,4.7204508490
Samo Bakkerij & Snack,7.6499999999999995,51.1645513600,4.3796201390
Saray,11.4,50.7456177900,4.8106819040
Saray Pizza & Kebab,13.5,51.0321954100,4.7293424070
Sardinië,8.7,51.0834818100,4.4467941310
Schaffense Kebap,11.214285714285714,50.9348117100,5.0148357180
Sebo,12.25,50.7401861000,5.4076719560
Selale Pitta & Grill,8.5,51.0227006000,3.6199475200
Seven Kebap 7,12.75,50.8983530500,5.2732427520
Sewar Snack-Resto,10.156666666666668,50.8512546400,4.6135957890
Sezer Snack-Pizza,11.166666666666666,51.0009255600,3.6066445610
Sfinx,9.0,51.2871757200,4.9100456030
Shaan pizza,8.8,51.0270942500,2.9217384680
Side Kebap,14.25,51.2579650700,5.0445548320
Sila Snack & Pide,10.125,51.1532548200,4.3613778080
Sint-Antonius,8.0,51.1930639100,5.3826723940
SixtyOne,9.75,51.0797698400,3.7810253480
Snack & Pizza de Oase,7.625,50.9063531700,4.3713358500
Snack 2500,8.0,51.0947191300,4.5505601450
Snack 4 You,8.8671875,50.7791684400,4.1980539020
Snack Aalst,9.9375,50.9009278600,3.9551064370
Snack Ailnor,8.944444444444445,50.8927547400,2.9793553890
Snack Aladdin,11.0,50.8733122300,4.4301460070
Snack Alsemberg,8.5,50.7791684400,4.1980539020
Snack Altan,11.0,50.8733122300,4.3806543290
Snack Antalya,10.319565217391304,50.7409670400,4.1980539020
Snack Aquarium,8.833333333333334,50.8158340200,4.4301460070
Snack Araff,9.5,50.8733122300,4.4301460070
Snack Arc en Ciel,9.071428571428571,50.8318220900,4.4301460070
Snack Au Bled,9.0,50.8694805700,4.3556231670
Snack Au Lunch,7.8,50.8833831500,4.2627974840
Snack Au Petit Creux,8.5,50.8694805700,4.4301460070
Snack Aydin Beringen,13.133333333333333,51.0295251400,5.0350186050
Snack Aydin Genk,12.0,50.9025148500,5.3401702170
Snack Aydin Ham,11.5,51.0483846600,5.0785273290
Snack Ayouni,8.625,51.1957278000,4.3852660680
Snack Babylon Uccle,6.0,50.7869146300,4.2982231540
Snack Best Grill,11.5,50.8706131800,3.8894093370
Snack Bockstael,9.9,50.9006786300,4.2795800860
Snack Bodrum,9.301546391752577,50.8288922400,4.2795800860
Snack Boniface,8.142857142857142,50.8733122300,4.4301460070
Snack Boss,8.833333333333334,50.8706131800,3.8600323820
Snack Bruxelles,8.392857142857142,50.8694805700,4.3806543290
Snack Cassaba,8.625,50.8318220900,4.3806543290
Snack Centraal,9.0,51.1645513600,4.3796201390
Snack Cherif,9.375,50.8733122300,4.3024089520
Snack Chez Zeki,11.0,50.8733122300,4.4301460070
Snack Clems,7.5,50.7791684400,4.1980539020
Snack Corner,12.5,51.0481688300,3.9912242780
Snack Cousin,7.5,50.7869146300,4.3165744860
Snack Dag,8.5,50.8733122300,4.4301460070
Snack Dayi,9.4,50.8719039600,4.0799215670
Snack Dekan,9.25,50.8833831500,4.2627974840
Snack Denderleeuw,11.0,50.8706131800,4.0434798320
Snack Deniz,9.225,50.9451106100,3.6199475200
Snack Derya,8.590909090909092,50.8414296400,4.2626469470
Snack Des Frères,9.196666666666667,50.8694805700,4.3806543290
Snack Dodo,11.5,50.9451106100,3.6921382470
Snack Dylan,11.5,50.8318220900,4.4301460070
Snack Délice Halal,10.076923076923077,50.7627929800,4.2737185010
Snack El Medina,7.75,50.9416719300,5.6808491070
Snack Evere,8.5,50.8733122300,4.4301460070
Snack Felix,8.0,50.8733122300,4.4301460070
Snack Felix 2,8.0,50.8733122300,4.4301460070
Snack Frituur Hanoodi,11.0,50.8893795400,3.8357544010
Snack Gab & Dav,11.2,50.8694805700,4.3806543290
Snack Georges Henri,12.0,50.8318220900,4.4301460070
Snack Gold,9.5,50.8938839000,4.3713358500
Snack Grill Dansaert,11.313333333333333,50.8414296400,4.2141897290
Snack Grill Pizza Asalam,8.333333333333334,50.8938839000,4.3713358500
Snack Hakan,9.9,50.8414296400,4.2141897290
Snack House,10.5,50.8313384600,4.1299387880
Snack Houwaert,8.5,50.8733122300,4.4301460070
Snack Istanbul,9.215686274509803,50.7470423800,4.3806543290
Snack Istanbul Wayez,6.99,50.7791684400,4.1980539020
Snack Joker,10.0,50.8694805700,4.3806543290
Snack Kursatto,12.0,50.7396760600,3.5660961790
Snack L'oppem,12.0,50.7378536600,4.4505532040
Snack La Cage,7.5,50.8694805700,4.3556231670
Snack La Couronne,8.0,50.8733122300,4.4301460070
Snack Ledi,9.5,50.8733122300,4.3024089520
Snack Lems,9.0,50.7791684400,4.1980539020
Snack Marmara,11.591666666666667,50.8694805700,4.4301460070
Snack Maya,10.5,51.1532548200,4.3613778080
Snack Medo,9.0,51.1532548200,4.3613778080
Snack Melike,8.041666666666666,50.8414296400,4.2141897290
Snack Melita,9.5,50.7621792800,3.0211904420
Snack Memo - Chez Feyyaz,10.0,50.8694805700,4.4301460070
Snack Merode,9.0,50.8694805700,4.4301460070
Snack Mimoza,10.0,50.9006786300,4.3024089520
Snack Mirvan,9.004285714285714,50.7791684400,4.1980539020
Snack Mogusto,6.5,50.7791684400,4.1980539020
Snack Muide,8.0,51.0227006000,3.6599207730
Snack Mutsaert,9.5,50.9006786300,4.3024089520
Snack Nakhil,7.25,51.1645513600,4.3796201390
Snack O Tac,10.7,50.8414296400,4.2141897290
Snack O'Laeken,10.5,50.8733122300,4.3024089520
Snack Omar,7.0,51.1771979000,4.3796201390
Snack Oostende,10.0,51.1818395200,2.8068032770
Snack Opwijk,12.5,50.9428417500,4.1553793800
Snack Ot's,12.5,50.8694805700,4.3556231670
Snack Overpoort,11.071428571428571,50.8991622500,3.4444988170
Snack Pamukkale,7.125,51.0227006000,3.6621251950
Snack Papay,8.5,50.8733122300,4.4301460070
Snack Pitta 't Hoeksken,10.333333333333334,50.9385559400,4.2280308810
Snack Pizza Bodrum,10.5,50.8719039600,4.0992559720
Snack Pizza City,9.25,50.9006786300,4.2795800860
Snack Resto Istanbul,9.071428571428571,50.8938839000,4.3806543290
Snack Royal,10.222222222222221,51.1818395200,2.8068032770
Snack Saint-Guidon 2012,9.75,50.7791684400,4.1980539020
Snack Seven,8.0,50.7791684400,4.1980539020
Snack Simonis,10.25,50.8414296400,4.2141897290
Snack Stuivenberg,9.0,51.1645513600,4.3796201390
Snack Sympa,12.5,50.8733122300,4.4301460070
Snack Taksim,9.625,50.8694805700,4.3806543290
Snack Tarik,9.488095238095237,50.8733122300,4.4301460070
Snack Tielt,9.166666666666666,50.9497122300,3.2547851980
Snack Tip Top,10.0,50.7669594400,4.1980539020
Snack Top's,10.222222222222221,50.7378536600,4.4301460070
Snack Tosi,11.9,50.9451106100,3.6199475200
Snack Tour et Taxi,8.785714285714286,50.8414296400,4.2141897290
Snack Twenty Six,11.68888888888889,50.7387624700,4.1980539020
Snack Twins,9.5625,50.7669594400,4.3076047900
Snack Unal,12.75,51.0838850100,4.9454731820
Snack Wielemans,9.0,50.7791684400,4.1980539020
Snack Zomergem,10.4,51.0262407600,3.4127735390
Snack de Hoek,10.5,51.1777839800,4.3852660680
Snack de Linde,10.5,50.7791684400,4.1980539020
Snack de la Famille,9.5,50.7791684400,4.1980539020
Snack de la Gare,9.0,50.7136394700,4.2236922280
Snack la Cambre,9.166666666666666,50.7387624700,4.3165744860
Snack les 2 Frères,8.5,50.8288922400,4.2141897290
Snack neerstalle,7.555555555555555,50.7869146300,4.2831410930
Snack Özmu,7.8,50.8414296400,4.2626469470
Snack-Grill Berchem,12.0,51.1532548200,4.3382795840
Snackbar 109,8.125,51.1532548200,4.3264688940
Snackbar Tasty,11.3125,50.9709807400,4.6286166730
Sofra,10.0,50.9416719300,5.6808491070
Sofram,12.666666666666666,50.9658706100,5.0350186050
Solav Kebab,7.95,51.1532548200,4.3264688940
Soyy Eethuis & Gelateria,10.875,50.9658706100,5.0350186050
Star Kebab,8.15625,51.2871757200,4.9100456030
Steakhouse Mamma,12.5,51.4070328000,4.8937066800
Stela,12.05,51.0295251400,4.8379587230
Street Kap,5.7,50.8733122300,4.4301460070
Sude Snacks,11.071428571428571,51.0853972100,5.3646034330
Sultan,9.5,51.0110823800,4.4417610960
Sultan Kebap,6.1875,51.1771979000,4.3796201390
Sultan Kebap Geel,7.0,51.0767991000,4.8212116820
Sultan Testelt,11.0,50.9440216800,4.8160917470
Suslu by Tuna,9.2,50.8694805700,4.3806543290
TAT,12.116666666666667,50.8983530500,5.2732427520
Tabouleh,8.0,50.9451106100,3.6687620940
Tadim Kumpir,9.25,50.8733122300,4.4301460070
Tasty Food Vesalius,11.0,50.8512546400,4.6601775720
The Black Horse,10.666666666666666,51.0312736000,4.7030663960
The Cousin's,9.5,50.9006786300,4.3024089520
The Daily,12.76923076923077,51.1815039500,4.1762786950
The Food Affair,11.0,51.3151800700,3.2358869340
The Pizza Masters,14.9,50.9451106100,3.5968881150
The Vend,11.8,51.1771979000,4.3796201390
Tokcel,10.5,51.0481688300,3.9120667550
Ton Ton Snack,11.72,50.9451106100,3.6199475200
Top Snack,11.722222222222221,51.0528018700,4.5455455540
Topkapi-Pitta Grillhouse,12.166666666666666,51.0122445000,2.5825768440
Toronto Pizza & Burger,11.0,50.7075556400,3.7173026480
Toscana,12.5,51.0947191300,4.4273066630
Tradita,9.25,51.0481969400,4.0403611810
Trend Kebab & Pizzeria,10.5,51.0145786700,5.6242326480
Tucker Food,7.5,50.7458116300,2.7834814550
Turkische Food,11.4,50.8055458700,2.7901114070
Turkish Kebap,8.5,50.8733122300,4.4301460070
Turkoase,11.285714285714286,50.9730110400,5.0148357180
Turkuaz Kebap,10.0,50.8694805700,4.4301460070
Twins,9.666666666666666,50.7661207300,4.8322264710
U Tacos,8.0,51.1445140900,4.0703979540
Unal Snacks,11.125,50.9447429800,4.5358488110
Uniq Kebab,11.45,51.0009255600,3.6925602490
Urban pizza,12.0,50.9696904700,3.6199475200
Ustun Kebab,10.5,50.8983530500,5.2403713610
Valento Pizzeria,8.9,51.0857202600,4.2999673830
Venezia,11.75,51.3554041600,4.4099018150
Venus,11.0,50.8983530500,5.1375814260
Venus 7,12.8,51.0393846100,5.1050438960
Venus 8,12.8,50.9883370600,5.2201518760
Vero Napoli,11.833333333333334,51.0780161800,4.3613778080
Viva la Snack,8.25,50.7401052200,3.1106573350
Wemmel Grill,12.527027027027026,50.8001188000,4.1405969440
What the Kebab,9.450000000000001,51.1882929100,4.3815764420
Wow Pizza,12.0,51.1872958500,4.5412020820
Yamy Food,10.5,50.8091073500,4.6064722960
You You,10.333333333333334,50.8716850500,3.8600323820
Yum Smaak,11.375,51.3151800700,3.2358869340
Zelem Pizzeria,11.0,50.9348117100,5.0704048380
Zem Zem,9.333333333333334,51.3036733600,3.1315051610
Öz Ahi Döner,5.0,51.1532548200,4.3382795840
