id,name,lat,lon,rest_count
511,Sint-Fredeganduskerk,51.22091072,4.454928453,390
2418,Sint-Pieters-buitenkerk,51.02959274,3.716486772,390
1941,0,51.06940932,3.731723001,374
80,Sint-Amanduskerk,51.06262099,3.748772135,371
1769,0,51.18813396,4.382976412,370
1983,Sint-Vincentiuskerk,51.06860595,3.709144927,368
1927,Heilige Simon en Judas-Thaddeuskerk,51.04490323,3.759402996,363
2400,Psychiatrisch Centrum Dr. Guislain,51.06697838,3.703663983,359
748,Sint-Amanduskapel,51.06296254,3.749788693,352
1957,Basisschool Pius X,51.05626464,3.765339438,349
2171,Blijde-Boodschapkerk,51.23309144,4.449895524,337
1128,0,51.1957278,4.451564824,336
1653,Sint-Rumolduskerk,51.22350573,4.469772015,332
1989,Christus Koningkerk,51.02302294,3.71903338,319
1948,Zorgcentrum Heiveld,51.06763466,3.76158663,311
51,0,51.07644338,3.72268103,294
1613,Sint-Franciscuskerk,51.24613012,4.450173612,292
617,Sint-Theresia van het Kind Jezuskerk,51.06330122,3.692138247,290
310,Onze-Lieve-Vrouw van de Rozenkranskapel,50.87523291,4.707540265,285
500,Sint-Jozefskerk,50.87688691,4.7111938,285
784,Sint-Antonius van Paduakerk,50.87215243,4.7138123,284
1541,Sancta Maria Kapel,50.87676644,4.705258819,284
2097,KADOC,50.87499978,4.704302456,284
267,Sint-Antoniuskapel,50.87597311,4.698383771,283
474,Amerikaans College,50.87317063,4.699705091,283
530,0,50.88391666,4.697558203,283
688,Abdijkerk Sint-Jan Evangelist,50.86477727,4.717628983,283
853,Onze-Lieve-Vrouw-van-Troostkerk,50.86051822,4.707443074,283
1689,Kapel Blauwput,50.88515692,4.720215051,283
1966,Sint-Theresia van Avillakerk,51.07716093,3.730563989,283
2086,Zwartzustersklooster,50.87298402,4.697981043,283
2095,Sint-Franciscuskerk,50.87123203,4.723477558,283
2149,Sint-Geertruiabdij,50.88413514,4.699255853,283
2150,Sint-Pieterskerk,50.87952613,4.701238905,283
2490,Onze-Lieve-Vrouw Middelareskerk,50.88510733,4.709710203,283
2491,Sint-Michielskerk,50.8762801,4.701034524,283
276,Sint-Jacobskerk,50.88053753,4.691153855,282
1542,Sint-Jan De Doperkerk,50.87138837,4.697479774,282
1543,Heilig-Hartkerk,50.88437384,4.722157095,282
1708,Sint-Kwintenskerk,50.87001001,4.698551557,282
2101,0,50.88143694,4.688538643,282
377,Sint-Lambertuskerk,50.86398489,4.69309012,281
1802,Onbevlekt Hart van Mariakerk,50.87625601,4.678462538,278
1839,Campus Arenberg I,50.86280133,4.687771218,274
1925,Sint-Bernadettekerk,51.07578339,3.751869477,271
344,Sint-Martinuskerk,50.8968818,4.703264755,269
1712,VBS Ter Bank Egenhoven,50.87423875,4.672616145,268
337,Sint-Godelieve kerk,51.07863648,3.713194639,263
2151,Residentie Lerkeveld,50.85925787,4.686139812,261
577,Sint-Rochuskerk,51.20501,4.465062639,247
1963,Heilig Hartkerk,51.0722832,3.694602332,242
590,Sint-Jozefskerk,51.1966223,4.45998718,241
2098,Abdijkerk,50.89178669,4.73613147,241
1125,WZC Sint-Anna,51.17970814,4.428578906,237
2413,Sint-Jozefsinstituut,51.20734285,3.220862302,233
1247,Kloosterkerk van de zusters redemptoristinnen,51.20160478,3.227603132,232
2330,Onze-Lieve-Vrouw-van-Blindekenskapel,51.20632941,3.214817079,232
1045,St. Jamess Church,51.21056314,3.220632073,231
1212,NH Brugge,51.2037461,3.216486447,231
1465,Technisch Instituut Heilige Familie,51.21044461,3.217540196,231
2191,Saint Salvators Cathedral,51.20550302,3.221570439,231
2291,Church of Our Lady,51.20464248,3.224450614,231
2329,Begijnhofkerk Sint-Elisabeth,51.20119834,3.223353341,231
2420,Academie: Bogardenkapel,51.2016384,3.22693432,231
1396,Basilica of the Holy Blood,51.20812208,3.226669712,230
1415,Sint-Godelieve,51.20338601,3.215827747,230
1436,Klooster van Ongeschoeide Karmelieten,51.21293301,3.219226239,230
2299,Huize Minnewater,51.19977282,3.222036661,230
1261,Sint-Godelieveabdij,51.20244992,3.216190695,229
1041,St. Walburga Church,51.21144999,3.229225075,228
2417,Sint-Magdalena en Sint-Catharinakerk,51.20520443,3.232036951,228
1449,0,51.21266004,3.224464786,227
1671,"Building Z, NCIA",50.87331223,4.430146007,227
1040,Sint-Annakerk,51.21206698,3.232273131,226
1046,Heilige Familiekerk,51.2097682,3.235122276,226
1382,0,51.21536703,3.231380648,226
1410,Sint-Gilliskerk,51.21481087,3.226899268,226
1413,O-L-V-ter-Potterie,51.21936273,3.230596403,226
2302,Jeruzalemkerk,51.21236855,3.233714339,226
2382,Sint-Leocollege,51.21437668,3.22973331,226
1036,Engelendale,51.21649425,3.221203723,225
1266,Engels Klooster Onze Lieve Vrouw van Nazareth,51.21468503,3.234271533,225
1956,Spermalie - Internaat De Veste,51.21910087,3.22199519,224
2449,Psychiatrisch Ziekenhuis Onze-Lieve-Vrouw,51.19731546,3.212832257,223
1958,Sint-Eligiuskerk,51.03190078,3.763162583,222
1426,Sint-Katarinakerk,51.19646697,3.236463415,221
1034,Christus Koningkerk,51.21464952,3.207997139,220
1285,Sint-Baafskerk,51.20198265,3.204623902,217
1397,Sint-Franciscuskerk,51.220855,3.242448693,213
2304,Sint-Michielskerk,51.18836341,3.212001973,210
1336,0,51.21479866,3.250338896,207
1388,Sint-Jozefkerk,51.22552202,3.232260301,207
1434,Sint-Jozef en Sint-Kristoffelkerk,51.20202994,3.249707119,207
2385,Heilige-Kruisverheffing-en-Sint-Jozefkerk,51.21405199,3.250014319,207
1044,Maria Assumptakerk,51.19507157,3.251598272,206
2433,0,51.19499148,3.251912242,206
2190,0,51.22443473,3.205021763,204
2380,Sint-Pauluskerk,51.22434409,3.205597899,204
1587,Heilig-Hartkerk,51.2226294,4.480430223,202
1292,Monastery of the Sisters Hospitallers of Saint John,51.22320484,3.194051901,197
1088,Pius X-kerk,51.1771979,4.422814397,194
1121,H.Damiaankerk,51.17654836,4.412618321,180
1466,Sint-Pieterskerk,51.2294875,3.205464961,180
1546,Sint-Theresia,51.17778398,4.436167468,180
1260,Sint-Willibrorduskerk,51.19276484,3.194963658,178
1660,0,51.22918559,4.47787872,177
1126,Medisch Instituut Sint-Augustinus,51.17485842,4.417233066,172
1620,Heilige Familiekerk,50.87403071,4.285043723,170
433,Onze-Lieve-Vrouw van de Rozenkranskerk,51.17930938,4.39094794,167
1676,Sint-Niklaaskerk,50.78691463,4.316574486,167
634,Broeders Maristen,50.8861356,4.74281741,161
1117,0,51.20793347,4.474009391,161
2434,Sint-Engelbertuskapel,50.90067863,4.314942279,152
168,Heilig Hartkerk,51.24531329,4.464211058,143
1535,The Link,50.83182209,4.471482377,137
1637,Sint-Stefaanskerk,50.86948057,4.450553204,136
1497,0,50.86418624,4.463589102,135
1083,Sint-Lodewijkskerk,51.1782387,4.453723619,134
227,Onze-Lieve-Vrouw van Smartenkerk,51.25556651,4.444785071,133
392,Sint-Pancratiuskerk,50.86232134,4.466342301,133
1611,Sint-Bavokerk,51.17045886,4.402969054,132
102,Begijnhofkerk Sint-Alexius en Catharina,51.03185914,4.474369741,131
409,Sint-Katelijnekerk,51.03186138,4.476396855,131
860,Onze-Lieve-Vrouw-van Hanswijkbasiliek,51.02236742,4.485425171,131
1570,Sint-Janskerk,51.03046478,4.480965692,131
1657,Sint-Pieter-en-Paulkerk,51.02931437,4.485344139,131
2144,St. Rumbolds Cathedral,51.02887299,4.479037082,131
2170,Sint-Jan Berchmans,51.1951121,4.475388704,131
61,Heilig Hartkerk,51.02640541,4.47266455,130
303,Sint-Jan Berchmanskerk,51.01862123,4.473184063,130
1349,Onze-Lieve-Vrouw-van-Leliëndaalkerk,51.02587137,4.480964749,130
1632,Onze-Lieve-Vrouw-over-de-Dijlekerk,51.02312237,4.478856964,130
846,0,51.0384386,4.483111805,129
848,Sint Libertuskerk,51.03298475,4.505796827,127
486,Sint-Jozef-Colomakerk,51.01271115,4.482863794,126
379,Sint-Antonius Abtkerk,51.08724788,3.727811858,124
1103,Heilige-Geestkerk,51.18401742,4.367757718,124
1378,Sint-Jakob,51.02539476,4.449598129,124
1754,GVBS Don Bosco,51.04347591,4.469541826,119
444,0,50.88338315,4.276479858,118
1089,Sint-Jan-Evangelistkerk,51.17648205,4.377947044,118
2311,0,51.17962222,3.220119097,118
124,De Goede Herder,51.04193738,4.497127418,117
708,Sint-Amanduskerk,50.91001105,4.355623167,117
1243,Damiaankerk,50.82233396,3.259335106,117
1593,Sint-Michielskerk,50.82823677,3.262975668,117
553,0,50.82638049,3.277375625,115
554,Sint-Elooiskerk,50.8334345,3.259740659,115
1239,0,50.83102911,3.263351528,115
1584,0,50.81586558,3.262213428,115
1842,Sint-Theresia van het Kind Jezuskerk,50.84142964,4.279705061,115
132,Sint-Rochuskerk,50.81996921,3.270151149,114
216,0,50.81841128,3.257878614,114
1242,Church of Our Lady,50.82907966,3.26744574,114
1704,"Guldensporencollege, campus Kaai",50.83310952,3.263439257,114
2204,0,50.82814519,3.271869031,114
747,0,50.82789782,3.270502692,113
2188,WZC Regina Coeli,51.19633993,3.181185504,113
2195,Sint-Maartenskerk,50.82756787,3.268349163,113
2200,0,50.8282122,3.267494121,113
802,Sint-Janskerk,50.82911189,3.281196673,112
721,Sint-Jozefskerk,50.8421845,4.482549658,111
757,Sint-Elisabethkerk,50.81913144,3.281963389,111
1358,0,51.04653343,4.477473583,110
1805,Pius X,50.84126505,3.268967909,110
2169,Sint-Jan Maria Vianneykerk,51.16857592,4.38769131,110
529,klooster OLV Fatima,50.83180998,3.245685123,107
2034,0,50.90635317,4.380654329,107
2310,Sint-Andreaskerk,51.1966395,3.180175321,106
256,Sint-Godelievekerk,50.84272051,3.256174753,104
902,Heilig Hartkerk,50.93541451,5.32689921,101
923,0,50.93580039,5.326706079,101
1607,Sint-Rochuskerk,50.93246971,5.336494762,101
2032,Sint-Pieterskerk,50.85339485,4.482050969,101
922,Z33 - house for contemporary art,50.93219338,5.340061653,100
2207,Virga-Jessebasiliek,50.92973964,5.336267097,100
141,Sint-Quintinuskathedraal,50.92988021,5.338825296,99
796,Sint-Hubertuskerk,50.92667472,5.328719815,99
912,Hogeschool UCLL Campus Hemelrijk,50.93063178,5.340468936,99
1617,Heilig Kruiskerk,50.92094102,5.326175703,99
2196,0,50.81198382,3.299547186,99
488,0,51.01108238,4.503913449,98
917,Clarenhof,50.9291058,5.34366289,98
2201,Onze-Lieve-Vrouw ten Spieghele,50.80434338,3.249590561,98
1602,Heilige-Familiekerk,51.1734281,4.366614573,96
1730,0,50.9115894,4.368173902,94
1830,Sint-Catharina en Sint-Corneliuskerk,50.8938839,4.435834135,94
46,Sint-Catharinakerk,50.92628513,5.35195025,92
1241,Sint-Eutropiuskerk,50.84383441,3.234759023,92
2197,Mariadorp,50.83036715,3.228834768,92
2214,Onze-Lieve-Vrouw van Banneuxkerk,50.94662498,5.355596788,92
2216,Sint-Martinuskerk,50.91769742,5.342682203,92
827,Sint-Jozefkerk,51.25383258,4.460244492,90
1275,Sint-Audomarus,50.82284826,3.227251923,90
1786,Heilig-Kruiskerk,51.17047907,4.446794131,90
1123,Sint-Petruskapel,51.2262346,4.391424421,88
540,Sint-Anna-ten-Drieënkerk,51.21853274,4.381576442,87
33,Sint-Egidiuskerk,50.87139585,4.26490222,85
1532,Sint-Ambrosiuskerk,50.84506639,4.262646947,84
1831,Sint-Stevenskerk,50.80458595,4.28453328,82
2482,Sint-Brixiuskerk,50.80744797,3.233278958,82
60,Sint-Gertrudiskerk,50.94423368,5.306240502,80
2019,Sint-Servaaskerk,50.90961182,4.302408952,78
2172,Sint-Lucaskerk,51.22522579,4.381006634,78
2020,Missiehuis van Scheut,50.79925803,4.283141093,77
649,Sint-Jan De Doperkerk,50.90023591,4.280371951,76
1129,Sint-Jozefkerk,51.15680387,4.427607214,76
478,Onze Lieve-Vrouwekerk,51.1771001,4.350791716,75
16,Onze-Lieve-Vrouw Koninginkerk,51.21551454,2.883544333,70
196,Sint-Pieterstoren,51.22967404,2.920362818,70
413,Sint-Bavokerk,50.886357,4.262797484,70
452,Sint-Jozefkerk,51.22502274,2.91352049,70
574,Sint-Jan Baptistkerk,51.21452715,2.909984851,70
599,Heilig Hartkerk,51.22124196,2.906033605,70
765,0,51.22975326,2.917769885,70
828,Sint-Catharinakerk,51.21408063,2.933920923,70
986,0,51.21177161,2.900952414,70
990,Kapucijnenkerk,51.2332774,2.919045788,70
1810,Sint-Petrus-en-Pauluskerk,51.22961016,2.921247824,70
2016,Jan Ruusbroec en Onze-Lieve-Vrouwekerk,50.79016501,4.298223154,70
2167,Sint Bernadette,51.16455136,4.450532523,70
95,Sint-Franciscuskerk,51.20889715,2.888570545,69
20,Begraafplaats Stene,51.20183763,2.915018713,68
2184,Heilige Naam Jezuskerk,51.15325482,4.390392485,67
858,Sint-Pieterskerk,50.83931045,4.250035864,66
1766,Heilige Familiekerk,51.16656593,4.427306663,64
1495,Sint-Martinuskerk,50.88134383,4.473526138,62
583,Sint-Sebastiaankerk - Église Saint-Sébastien,50.77190224,4.336046679,61
2018,Sint-Lutgardiskerk,50.79184479,4.277483028,60
265,Onze-Lieve-Vrouw-Boodschapkerk,51.20631134,4.490115176,59
1077,Sint-Jan-de-Doperkerk Oosterweel,51.24366965,4.385266068,59
2023,Chapelle Notre Dame de lAssomption,50.73989092,4.394235194,59
1471,Don Boscokerk,50.86437579,4.245919687,58
262,Sint-Jozefskerk,50.88788846,4.470250958,56
2497,Sint-Jacobuskerk,51.19310419,4.487440701,55
1742,Sint-Martinuskerk,51.20126803,4.345575413,53
696,Sint-Lambertuskerk,50.76695944,4.30760479,51
2456,Sint-Annakerk,50.83133846,4.234035835,50
208,Parochiaal Centrum Sint-Jan,50.95602429,5.327652346,49
1380,Sint-Gudulakerk,50.9139486,4.276044009,49
246,Sint-Godarduskerk,50.88499245,4.238275741,48
366,Sint-Filippuskerk,51.25048771,4.484290816,48
2024,Passionistenklooster van Sint-Michael en Sint-Jozef,50.84214665,4.497587778,48
11,Sint-Catharinakerk,50.93546203,4.044983081,45
87,Werfkapel Onze-Lieve-Vrouw Ter Druiven,50.94010413,4.043222753,45
149,Paterskerk,51.17211473,4.150002496,45
180,Heilige Familiekerk,51.15334285,4.160058612,45
228,Sint-Nicolaaskerk,51.16443239,4.14223296,45
356,Onze-Lieve-Vrouw van Bijstandkerk,50.94156678,4.053740819,45
454,Sint-Benedictuskerk,51.16545415,4.463348115,45
749,Collegekerk,51.16647105,4.140398796,45
928,Ouderenzorg Zusters Jozefienen VZW,51.15533517,4.148534469,45
996,0,51.16400788,4.147546709,45
1084,Kapel De Ark,51.16435888,4.146769683,45
1100,Sint-Jozefkerk,51.15598684,4.146580061,45
1101,Heilige Familie Basis en Secundair,51.16790953,4.139509677,45
1111,Don Boscokerk,51.16160934,4.158383337,45
1622,0,51.16752233,4.477721819,45
1849,Onze-Lieve-Vrouwkerk,51.16523585,4.138073094,45
1929,0,50.93926087,4.025292453,45
1937,Heilig Hartkerk,50.94943729,4.042923429,45
1955,0,50.93580103,4.040725184,45
1960,Stedelijk Museum t Gasthuys,50.93821929,4.042693027,45
1970,Sint-Jozefkerk,50.94116053,4.035131464,45
1984,Sint-Martinuskerk,50.93783053,4.041014469,45
2163,0,51.17618746,4.138951194,45
2181,Christus Koningkerk,51.17644318,4.139181273,45
2187,Sint-Thomas van Kantelbergkerk,51.21301287,3.282014011,45
2391,0,50.93710075,4.041131756,45
2409,Onze-Lieve-Vrouw van Meuleschettekapel,50.94075648,4.030958914,45
333,St Jobkapel,50.93112927,4.025613963,44
450,Sint-Annakerk,50.9407576,4.016531514,44
605,Sint-Cordulakerk,51.24965768,4.49933727,44
1131,Onze Lieve Vrouw van Hal,51.14943081,4.148835268,44
1738,Sint-Jan de Doper,51.15860911,4.133781545,44
1987,0,50.93262318,4.029989831,44
527,Wijkkerk Pastoor Van Ars,51.1649601,4.115715821,43
1099,Heilige hartkapel,51.17486551,4.12068219,43
1114,Kapel van de Horst,51.25854127,4.484938481,43
1959,Sint-Pauluszaal- en kerk,50.95232236,4.061588841,43
2124,Sint-Godelievekerk,50.95963561,3.116484563,43
2229,0,50.952027,3.135786358,43
2240,Klooster en retraitehuis paters redemptoristen,50.94592892,3.128973472,43
2305,Onze-Lieve-Vrouwekerk,50.94800314,3.133269635,43
2308,Sint-Amandskerk,50.94891565,3.127107585,43
441,Kapel Onze-Lieve-Vrouw Termuren,50.92342277,4.053815743,42
722,Onze-Lieve-Vrouw-van-Lourdesbasiliek,51.15634056,4.450712601,42
915,Sint-Augustinuskerk,50.94349914,3.124860439,42
1218,Heilige Kruisverheffingskerk,50.96827318,3.144762984,42
1314,Dienstencentrum Schiervelde,50.95088683,3.108444364,42
1475,Sint-Michielskerk,50.94432734,3.123512996,42
1681,Sint-Antoniuskerk,51.15639998,4.443840189,42
1944,Onze-Lieve-Vrouw-Hemelvaartkerk,50.96090793,4.034525406,42
2104,Zusters der Arme Klaren,50.94386498,3.119783953,42
2230,Burgerschool,50.94663488,3.121496312,42
2235,Klooster en retraitehuis paters redemptoristen,50.94547967,3.129064892,42
2445,VISO campus Polenplein,50.94497247,3.125491392,42
325,Heilig Kruiskerk,51.06516932,3.770462068,41
964,Sint-Jozefskerk,50.93944334,3.137004304,41
1293,AZ Delta campus Westlaan,50.93754483,3.115668131,41
1934,Sint-Jan Evangelistkerk,50.93029026,4.070469698,41
2103,Heilig-Hartkerk,50.93737067,3.122647172,41
240,Sint-Jan De Doperkerk,50.9222672,4.280842267,40
589,Onze-Lieve-Vrouw ten Hemel Opgenomenkerk,50.805401,4.233254291,40
1120,O.L.V van de Eekhoek,51.19023778,4.143581424,40
1924,Onze-Lieve-Vrouw-Hemelvaartkerk,50.92046057,4.058369897,40
131,Sint-Laurentiuskerk,51.15437528,4.470639181,39
737,Sint-Martinuskerk,50.93399032,4.32780533,39
1329,"De Kleine Stooringhe, STAP Rumbeke, SASK Rumbeke en Draadpoppentheater",50.9332037,3.144786461,39
1500,Sint-Jozefkerk,50.76279298,4.278511506,39
2031,Wolfshagenkapel,50.77081499,4.273718501,39
2405,Maaltebruggekasteel,51.0227006,3.701487842,39
588,Sint-Goriks- en Magdalenakerk,50.91002429,4.25058138,38
1013,Sint-Lambertuskerk,51.27714831,4.418557906,38
1315,Heilig Hartkerk,51.28009211,4.453284628,38
1614,Onze-Lieve-Vrouw-ter-Duinenkerk,51.21137353,2.871968665,38
2439,Sint-Petrus en Pauluskerk,50.93348925,3.154703844,38
2495,Sint-Bavokerk,51.15924306,4.492059389,38
67,Begraafplaats Wondelgem,51.08875942,3.712206187,37
280,Sint-Jozefkerk,51.17164816,4.338279584,37
391,Sint-Lambertuskerk,50.88116699,4.502753658,37
446,Onze-Lieve-Vrouw Oorzaak onzer Blijdschapkerk - Église Notre Dame Cause de Notre Joie,50.75633448,4.382134913,37
591,Filosofenfontein,50.85125464,4.673954518,37
1562,Sint-Martinuskerk,50.86231035,4.214189729,37
1644,Sint-Pancratiuskerk,50.86154459,4.512219024,37
1974,Onze-Lieve-Vrouwkerk,51.07250867,3.675787564,37
378,Putkapel,51.02246353,3.692560249,36
383,Don Bosco Kapel (Maria Hulp van de Christenen),51.02113174,3.698632455,36
1450,Sint-Theresia van het Kind Jezus,51.28454525,4.429057456,36
181,Onze-Lieve-Vrouw van de Rozenkranskerk,51.01746333,3.759453672,35
314,Sint-Jozefskapel,51.049883,3.662125195,35
610,Heilig Hartcollege,50.82889224,4.504348737,35
707,Sint-Gertrudiskerk,50.82637885,4.209849869,35
1789,Sint-Stephanuskerk,50.93855594,4.306061674,35
1962,Sint-Gerolfkerk,51.05005175,3.663363358,35
2027,Sint-Pieterskerk,50.77916844,4.243449027,35
741,Sint-Genesiuskerk,50.74482176,4.345329352,34
1086,Sint-Janskapel,51.21337443,4.52263271,34
1476,Sint-Laurentiuskerk,51.27945496,4.409954764,34
2026,Sint-Ulrikkerk,50.88005,4.218061558,34
34,Onze-Lieve-Vrouwekerk,50.74302474,4.336138841,33
480,Sint-Jozefkerk,51.14424553,4.465587698,33
736,Sint-Stefanuskerk,50.92719039,4.267435727,33
1091,Heilige Familiekerk,51.25217883,4.51557198,33
1195,Sint-Martinuskerk,50.92054171,3.160685336,33
1621,Sint-Petrus en Pauluskerk,51.20431307,4.523422091,33
1717,Sint-Antoniuskerk,50.92037903,4.241739576,33
126,Westtoren van de voormalige Sint-Lambertuskerk,51.01133098,4.514617075,32
191,Onze-Lieve-Vrouwkerk,51.07423336,3.779346461,32
387,Oostakker Basilica,51.08287769,3.763545967,32
1252,Sint-Lambertuskerk,51.011091,4.514424522,32
1677,0,50.90157279,4.2164448,32
2160,Basisschool Sint Johanna,51.20544401,4.524545382,32
2474,Onze-Lieve-Vrouwekerk,50.7933531,4.482768868,32
723,Sint-Jan-in-de-Oliekerk,51.17521309,4.523335823,31
1496,Sint-Jan-Evangelistkerk,50.82365247,4.513714445,31
205,Heilig Kruiskerk,51.32659637,4.943014152,30
207,Heilig-Hartkerk,50.97250507,5.482451045,30
291,Sint-Laurentiuskerk,50.95074268,4.308012598,30
307,0,50.97178053,5.507904831,30
376,Onze-Lieve-Vrouw van Fatimakerk,50.97360272,5.519317557,30
465,0,50.97346987,5.518639394,30
622,Huize Montfort - klooster,50.97810665,5.512637918,30
1009,Sint-Franciscus van Assisikerk,51.30873768,4.954021845,30
1107,0,51.1536013,4.361377808,30
1245,Sint-Bavokerk,51.32236973,4.985188463,30
1246,Onze-Lieve-Vrouw Middelareskerk,51.32044007,4.932008898,30
1354,Sint-Martinuskerk,51.01522537,4.441761096,30
1355,Onze-Lieve-Vrouwekerk,50.9269466,4.42520163,30
1361,Onze-Lieve-Vrouw van Troostbasiliek,50.92776414,4.429435724,30
1364,Kapel van het Heilig Aanschijn,51.32648666,4.941828073,30
1472,0,51.30567547,4.939194962,30
1493,Sint-Antoniuskerk,51.32150259,4.955436521,30
1510,Goddelijk Kind Jezuskerk,51.33112868,4.957146477,30
1711,0,50.98732922,5.491886315,30
2038,Heilig Hartkerk,51.32121938,4.942306311,30
2041,0,51.32200634,4.948812986,30
