name,avg_pr,lat,lon
Reet Grill House,9.428571428571429,51.08572026,4.327743486
Restaurant Kulba Kabul,8.0,51.03366073,3.675787564
Restaurant marmaris,10.5,51.133622,4.336553174
Resto Ky,9.0,51.06637863,3.694602332
Rinascente eethuis,10.666666666666668,51.1951121,4.414514329
SNACK TOSI,11.9,51.02302294,3.698152652
Samoo baba,8.8,51.20183763,2.871968665
Sezer Snack-Pizza,11.166666666666668,51.02302294,3.61994752
Sfinx,9.0,51.30567547,4.932008898
Shawarma Doctor,10.0,51.18712064,4.379620139
Snack Anka,11.5,50.73329019,4.325376932
Snack Arabesque,11.9,51.18829291,4.424140125
Snack Cassaba,8.625,50.8938839,4.435834135
Snack De Hoek,10.76,51.20271519,4.412219136
Snack Dem's,8.5,50.80458595,4.279705061
Snack Deniz II,9.391666666666666,51.02302294,3.698152652
Snack Derik,8.0,50.92046057,4.016531514
Snack Derya,10.541666666666668,50.84142964,4.279705061
Snack DÃ©lice - Uccle,11.0,50.77190224,4.298223154
Snack Es Es,9.5,50.90635317,4.355623167
Snack Grill Babylone,8.5,50.78691463,4.298223154
Snack Hakan,9.9,50.87139585,4.26490222
Snack Istanbul,6.5,50.84142964,4.279705061
Snack Kronos,14.5,50.71363947,4.223692228
Snack Mevan - Meiser,9.833333333333334,50.87331223,4.430146007
Snack Mirvan,9.39875,50.84142964,4.279705061
Snack Ozzy,7.5,51.01746333,3.703443208
Snack Pizza Zen,8.285714285714285,50.91259376,4.41069803
Snack Resto de Chef,7.0,50.91259376,4.399235648
Snack Royal - Oostende,10.222222222222221,51.15528457,2.806803277
Snack Saint-Denis,11.0,50.78691463,4.283141093
Snack Tim,11.0,50.87403071,4.285043723
Snack Twenty Six,18.25,50.75633448,4.279705061
Snack Twins,8.142857142857144,50.78691463,4.316574486
Snack Zaventem,10.2,50.86232134,4.430146007
Snack de prins,7.25,51.17485842,4.382976412
Snack de wand,11.833333333333332,50.90067863,4.314942279
Snack el baraka,9.75,51.19908499,4.397969838
Snack evere,8.5,50.87331223,4.430146007
Snack gurso,8.25,50.86948057,4.355623167
Snack nakhil,8.675,51.19908499,4.397969838
Snackbar 9000,8.95,51.02302294,3.698152652
Snackhalte,14.45,50.97135916,3.61994752
Sofra,7.083333333333334,51.14943081,4.115715821
Sphinx,10.0,51.21529614,4.413007251
Sultan kebab,8.285714285714285,51.01271115,4.449598129
Sweet deli,8.3,50.84142964,4.279705061
TAT,12.283333333333333,50.90465854,5.306240502
Tasty World,8.9,51.02959274,3.692138247
The Burger Bar ,7.9,50.73785366,4.471482377
The Daily,12.230769230769232,51.18150395,4.193458824
The Vend,11.0,51.18712064,4.379620139
Ti Amo,11.125,50.85125464,4.660177572
Ti'hamo,9.5,51.24531329,4.464211058
Toronto Pizza&Burger,11.0,50.73835689,3.762754719
Tubize Food,5.0,50.71363947,4.223692228
Turkish Kebap,10.2,50.87331223,4.430146007
Uniq Kebab,11.45,51.01746333,3.698152652
Urban pizza,12.0,50.96316551,3.61994752
Viva La Snack,7.0,50.7906712,3.152358977
Yamal Alsham Antwerpen,6.375,51.19273603,4.393356421
Yummy Street Food,12.0,51.18836341,3.194051901
layana food,12.166666666666668,51.1276911,4.2573832
sesam,14.0,50.80434338,3.227251923
t Stad Kebab,10.5,51.18712064,4.379620139
tok tok,6.46875,51.20925194,4.381006634
Ã–z Ahi,5.0,51.16857592,4.350791716
Ã–zmu Snack,7.8,50.84142964,4.262646947
